gene_name,GPT_Surface,GPT_Secreted,GPT_Intracellular,HPA_Score,UNI_Neg_Score,GPI_Score,CSPA_Score,TMHMM_Score,UNI_Score,UNI_CellSurface,Tier,Custom_Edit
FBXO31,-95,-95,80,0,1,0,NA,0,0,0,Tier4,0
FBXO32,-95,-95,85,0,1,0,NA,0,-2,0,Tier4,0
FBXO33,-90,-90,90,0,2,0,NA,0,0,0,Tier4,0
FBXO34,-80,-80,-50,0,3,0,NA,0,0,0,Tier4,0
FBXO36,-90,-90,-70,0,3,0,NA,0,0,0,Tier4,0
FBXO39,0,0,0,NA,3,0,NA,0,0,0,Tier4,0
FBXO4,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
FBXO40,-90,-90,90,NA,1,0,NA,0,-1,0,Tier4,0
FBXO42,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FBXO43,-95,-95,95,NA,1,0,NA,0,0,0,Tier4,0
FBXO44,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
FBXO46,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
FBXO47,-90,-90,90,NA,3,0,NA,0,0,0,Tier4,0
FBXO48,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
FBXO5,-95,-90,90,0,0,0,NA,0,-2,0,Tier4,0
FBXO6,-95,-95,90,NA,0,0,NA,0,-1,0,Tier4,0
FBXO7,-95,-95,90,0,0,0,NA,0,-3,0,Tier4,0
FBXO8,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
FBXO9,-95,-90,90,0,0,0,NA,0,-1,0,Tier4,0
FBXW10,-90,-90,75,0,2,0,NA,0,0,0,Tier4,0
FBXW12,-100,-100,100,0,1,0,NA,0,0,0,Tier4,0
FBXW2,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FBXW4,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
FBXW5,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FBXW7,-95,-95,95,0,0,0,NA,0,-3,0,Tier4,0
FBXW8,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FBXW9,-90,-90,80,0,2,0,NA,0,0,0,Tier4,0
FCF1,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FCHSD1,-100,-100,100,0,2,0,NA,0,-2,0,Tier4,0
FCN1,-70,70,-90,NA,3,0,NA,0,4,0,Tier4,0
FCN3,-90,90,-90,NA,3,0,NA,0,0,0,Tier4,0
FCRLA,-95,-95,95,NA,3,0,NA,0,-1,0,Tier4,0
FCRLB,-100,-100,-100,0,2,0,NA,0,-2,0,Tier4,0
FCSK,0,0,0,0,2,0,NA,0,0,0,Tier4,0
FDCSP,-90,90,-85,NA,3,0,NA,0,0,0,Tier4,0
FDFT1,-95,-95,95,0,2,0,NA,0,4,0,Tier4,0
FDPS,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FDX1,-95,-95,90,0,1,0,NA,0,-1,0,Tier4,0
FDX2,-95,-95,85,NA,1,0,NA,0,-1,0,Tier4,0
FDXACB1,0,0,0,0,3,0,NA,0,0,0,Tier4,0
FDXR,-100,-100,100,0,2,0,NA,0,-1,0,Tier4,0
FECH,-95,-95,95,NA,2,0,NA,0,-1,0,Tier4,0
FEM1A,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FEM1B,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FEM1C,-100,-100,100,0,0,0,NA,0,0,0,Tier4,0
FEN1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FER,0,0,0,0,1,0,NA,0,0,0,Tier4,0
FERD3L,0,0,0,NA,0,0,NA,0,-1,0,Tier4,0
FERMT1,-50,-50,-50,NA,2,0,NA,0,0,0,Tier4,0
FES,-80,-95,90,0,1,0,NA,0,0,0,Tier4,0
FETUB,-90,80,-80,-1,3,0,NA,0,-1,0,Tier4,0
FEV,-98,-98,85,0,0,0,NA,0,-1,0,Tier4,0
FEZ1,-95,-95,70,0,2,0,NA,0,4,0,Tier4,0
FEZ2,-95,-95,90,0,3,0,NA,0,0,0,Tier4,0
FEZF1,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FEZF2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FGD3,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
FGD6,-70,-70,70,0,2,0,NA,0,-1,0,Tier4,0
FGF10,-80,85,-65,NA,1,0,NA,0,-1,0,Tier4,0
FGF11,-100,-100,100,0,2,0,NA,0,0,0,Tier4,0
FGF12,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
FGF13,-95,-95,90,0,2,0,NA,0,2,0,Tier4,0
FGF14,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
FGF16,-90,-90,70,NA,3,0,NA,0,-1,0,Tier4,0
FGF17,-95,95,-95,NA,3,0,NA,0,0,0,Tier4,0
FGF18,-100,100,-100,NA,2,0,NA,0,-1,0,Tier4,0
FGF19,-100,100,-100,NA,3,0,NA,0,0,0,Tier4,0
FGF20,-90,-90,70,NA,3,0,NA,0,-1,0,Tier4,0
FGF21,-100,100,-100,NA,2,0,NA,0,-1,0,Tier4,0
FGF23,-95,95,-95,-1,1,0,NA,0,-1,0,Tier4,0
FGF4,-100,100,-100,NA,2,0,NA,0,-1,0,Tier4,0
FGF5,-100,-100,100,NA,3,0,NA,0,-1,0,Tier4,0
FGF6,-100,-100,100,NA,3,0,NA,0,0,0,Tier4,0
FGF7,-80,80,-90,-1,1,0,NA,0,0,0,Tier4,0
FGF8,-95,95,-95,NA,2,0,NA,0,0,0,Tier4,0
FGF9,-95,-60,60,NA,2,0,NA,0,0,0,Tier4,0
FGFBP1,0,0,0,NA,3,0,NA,0,4,0,Tier4,0
FGFBP2,-80,70,-80,NA,3,0,NA,0,-1,0,Tier4,0
FGFR1OP,-95,-95,90,0,2,0,NA,0,-1,0,Tier4,0
FGFR1OP2,-50,-50,-50,0,2,0,NA,0,-1,0,Tier4,0
FGG,-95,95,95,-1,2,0,NA,0,-1,0,Tier4,0
FGGY,-98,-95,90,0,3,0,NA,0,0,0,Tier4,0
FHAD1,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
FHL3,-100,-100,80,0,2,0,NA,0,-2,0,Tier4,0
FHL5,-95,-95,95,NA,1,0,NA,0,-1,0,Tier4,0
FHOD1,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
FHOD3,-95,-95,95,NA,3,0,NA,0,-1,0,Tier4,0
FIBIN,-100,-100,100,NA,2,0,NA,0,-3,0,Tier4,0
FIBP,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FIG4,-99,-99,99,0,2,0,NA,0,-1,0,Tier4,0
FIGLA,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
FIGN,0,0,0,NA,2,0,NA,0,-2,0,Tier4,0
FIGNL1,-100,-100,100,NA,2,0,NA,0,-2,0,Tier4,0
FIGNL2,0,0,0,NA,3,0,NA,0,-1,0,Tier4,0
FIP1L1,-90,-90,90,0,1,0,NA,0,0,0,Tier4,0
FIS1,-95,-95,95,0,1,0,NA,0,3,0,Tier4,0
FIZ1,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FJX1,-100,-100,-100,0,3,0,NA,0,-1,0,Tier4,0
FKBP15,0,0,0,0,2,0,NA,0,-3,0,Tier4,0
FKBP3,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
FKBP4,-95,-95,95,0,0,0,NA,0,-4,0,Tier4,0
FKBP5,-97,-97,85,0,0,0,NA,0,-2,0,Tier4,0
FKBP6,-95,-95,85,0,1,0,NA,0,-2,0,Tier4,0
FKBP8,-90,-90,90,0,0,0,NA,0,-2,0,Tier4,0
FKBPL,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FLI1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FLII,-90,-95,90,0,2,0,NA,0,-2,0,Tier4,0
FLYWCH1,0,0,0,0,1,0,NA,0,-2,0,Tier4,0
FLYWCH2,0,0,0,0,3,0,NA,0,0,0,Tier4,0
FMC1,-100,-100,-100,0,1,0,NA,0,-1,0,Tier4,0
FMN1,-75,-75,75,0,2,0,NA,0,3,0,Tier4,0
FMNL1,-95,-95,95,0,2,0,NA,0,2,0,Tier4,0
FMO4,-95,-95,85,0,1,0,NA,0,3,0,Tier4,0
FMR1,-90,-90,80,0,0,0,NA,0,-3,0,Tier4,0
FN3K,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
FN3KRP,-100,-100,100,0,1,0,NA,0,0,0,Tier4,0
FNBP1L,-80,-80,80,0,1,0,NA,0,3,0,Tier4,0
FNBP4,-100,-100,100,0,2,0,NA,0,0,0,Tier4,0
FNDC11,0,0,0,0,3,0,NA,0,0,0,Tier4,0
FNDC7,-50,-50,-50,-1,3,0,NA,0,-1,0,Tier4,0
FNDC8,-50,-50,-50,0,2,0,NA,0,0,0,Tier4,0
FNIP1,-95,-95,95,NA,1,0,NA,0,-2,0,Tier4,0
FNIP2,-90,-90,70,0,1,0,NA,0,-2,0,Tier4,0
FNTA,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FOCAD,-100,-100,100,0,1,0,NA,0,-1,0,Tier4,0
FOPNL,-100,-100,100,0,2,0,NA,0,-2,0,Tier4,0
FOS,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
FOSB,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
FOSL1,-95,-90,90,0,0,0,NA,0,-1,0,Tier4,0
FOSL2,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXA1,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
FOXA3,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXB1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXB2,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
FOXC1,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXC2,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
FOXD1,-95,-95,95,NA,0,0,NA,0,0,0,Tier4,0
FOXD2,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
FOXD3,-95,-95,85,NA,0,0,NA,0,-1,0,Tier4,0
FOXD4,-99,-99,99,0,0,0,NA,0,0,0,Tier4,0
FOXD4L1,-90,-90,70,0,0,0,NA,0,-1,0,Tier4,0
FOXD4L3,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXD4L4,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXD4L5,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXD4L6,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXE1,-95,-95,90,NA,0,0,NA,0,-1,0,Tier4,0
FOXE3,-95,-95,90,NA,0,0,NA,0,-1,0,Tier4,0
FOXF1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXF2,-99,-99,99,0,0,0,NA,0,-1,0,Tier4,0
FOXG1,-90,-90,90,NA,0,0,NA,0,-1,0,Tier4,0
FOXH1,-95,-90,85,NA,0,0,NA,0,0,0,Tier4,0
FOXI1,-100,-100,100,0,0,0,NA,0,0,0,Tier4,0
FOXI2,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
FOXI3,-95,-95,80,NA,0,0,NA,0,-1,0,Tier4,0
FOXJ1,-90,-90,90,NA,0,0,NA,0,-1,0,Tier4,0
FOXJ2,-60,-60,60,0,0,0,NA,0,0,0,Tier4,0
FOXJ3,-80,-80,80,0,0,0,NA,0,-1,0,Tier4,0
FOXK1,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FOXK2,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FOXL1,0,0,0,NA,0,0,NA,0,-1,0,Tier4,0
FOXL2,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
FOXL2NB,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
FOXM1,-95,-95,85,0,0,0,NA,0,0,0,Tier4,0
FOXN1,-95,-95,95,NA,0,0,NA,0,0,0,Tier4,0
FOXN2,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
FOXN3,-80,-90,80,0,0,0,NA,0,-1,0,Tier4,0
FOXN4,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXO1,-98,-98,98,0,0,0,NA,0,-2,0,Tier4,0
FOXO3,-95,-95,95,0,0,0,NA,0,-3,0,Tier4,0
FOXO3B,-100,-100,100,NA,0,0,NA,0,-1,0,Tier4,0
FOXO4,-95,-95,90,0,0,0,NA,0,0,0,Tier4,0
FOXO6,-100,-100,100,NA,0,0,NA,0,-2,0,Tier4,0
FOXP1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXP2,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FOXP3,-95,-95,90,0,0,0,NA,0,-2,0,Tier4,0
FOXP4,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXQ1,-100,-100,100,0,0,0,NA,0,-1,0,Tier4,0
FOXR1,-95,-95,75,0,0,0,NA,0,-2,0,Tier4,0
FOXR2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FOXRED1,-95,-95,95,0,1,0,NA,0,4,0,Tier4,0
FOXRED2,-95,-95,95,NA,2,0,NA,0,-2,0,Tier4,0
FOXS1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FP565260.1,0,0,0,NA,NA,0,NA,0,0,0,Tier4,0
FP565260.4,0,0,0,NA,NA,0,NA,0,0,0,Tier4,0
FP565260.6,0,0,0,NA,NA,0,NA,0,0,0,Tier4,0
FPGS,-100,-100,100,NA,2,0,NA,0,-2,0,Tier4,0
FPGT,-100,-100,100,0,2,0,NA,0,0,0,Tier4,0
FRA10AC1,-100,-100,100,NA,1,0,NA,0,-1,0,Tier4,0
FRAT1,-95,-95,90,0,2,0,NA,0,0,0,Tier4,0
FRAT2,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
FREM3,0,0,0,NA,3,0,NA,0,-1,0,Tier4,0
FRG1,-100,-100,100,NA,1,0,NA,0,-2,0,Tier4,0
FRG2,-90,-90,80,NA,2,0,NA,0,-1,0,Tier4,0
FRG2B,-100,-100,100,NA,2,0,NA,0,-1,0,Tier4,0
FRG2C,-100,-100,100,NA,2,0,NA,0,-1,0,Tier4,0
FRK,-100,-100,100,0,1,0,NA,0,-2,0,Tier4,0
FRMD1,-99,-99,90,0,2,0,NA,0,0,0,Tier4,0
FRMD6,0,0,0,0,2,0,NA,0,4,0,Tier4,0
FRMPD1,-90,-90,90,NA,2,0,NA,0,4,0,Tier4,0
FRMPD3,-95,-95,75,NA,3,0,NA,0,0,0,Tier4,0
FRMPD4,-100,-100,100,NA,3,0,NA,0,0,0,Tier4,0
FRRS1L,0,0,0,NA,2,0,NA,0,4,0,Tier4,0
FRY,-100,-100,100,NA,2,0,NA,0,-1,0,Tier4,0
FRYL,-95,-95,90,0,3,0,NA,0,0,0,Tier4,0
FSBP,-100,-100,100,0,2,0,NA,0,-1,0,Tier4,0
FSCB,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
FSCN3,-95,-95,95,NA,3,0,NA,0,-1,0,Tier4,0
FSD1,-100,-100,100,0,2,0,NA,0,0,0,Tier4,0
FSD2,-100,-100,100,0,2,0,NA,0,-2,0,Tier4,0
FSHB,-95,90,-80,NA,2,0,NA,0,-1,0,Tier4,0
FSIP1,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
FST,-100,100,-100,-1,1,0,NA,0,-2,0,Tier4,0
FSTL3,-100,100,-100,-1,1,0,NA,0,0,0,Tier4,0
FSTL4,0,0,0,-1,3,0,NA,0,-1,0,Tier4,0
FSTL5,-100,-100,-100,NA,3,0,NA,0,-1,0,Tier4,0
FTCDNL1,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
FTHL17,-90,-90,70,NA,3,0,NA,0,0,0,Tier4,0
FTMT,0,0,0,NA,1,0,NA,0,-1,0,Tier4,0
FTSJ1,-70,-90,70,0,1,0,NA,0,-2,0,Tier4,0
FTSJ3,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
FUBP1,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FUBP3,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
FUCA2,0,0,0,NA,2,0,NA,0,-1,0,Tier4,0
FUOM,-100,-100,100,NA,2,0,NA,0,0,0,Tier4,0
FUS,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
FUZ,-95,-95,75,0,2,0,NA,0,-1,0,Tier4,0
FXN,-95,-95,95,0,0,0,NA,0,-2,0,Tier4,0
FXR1,-95,-95,95,0,1,0,NA,0,-7,0,Tier4,0
FXR2,-95,-95,90,0,1,0,NA,0,-3,0,Tier4,0
FYB2,0,0,0,0,3,0,NA,0,0,0,Tier4,0
FYCO1,-100,-100,100,0,1,0,NA,0,0,0,Tier4,0
FYTTD1,0,0,0,0,2,0,NA,0,-1,0,Tier4,0
FZR1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
G2E3,-100,-100,100,0,1,0,NA,0,-2,0,Tier4,0
G3BP1,-95,-95,95,0,1,0,NA,0,-4,0,Tier4,0
G3BP2,-95,-95,95,0,2,0,NA,0,-3,0,Tier4,0
G6PD,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
GAB3,0,0,0,0,3,0,NA,0,0,0,Tier4,0
GAB4,-50,-50,50,NA,3,0,NA,0,0,0,Tier4,0
GABARAP,-95,-95,95,0,0,0,NA,0,-5,0,Tier4,0
GABARAPL2,-75,-85,85,0,0,0,NA,0,-6,0,Tier4,0
GABPA,-100,-100,100,0,0,0,NA,0,0,0,Tier4,0
GABPB1,-90,-90,90,0,1,0,NA,0,-1,0,Tier4,0
GABPB2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
GAD2,-100,-100,100,NA,2,0,NA,0,2,0,Tier4,0
GADD45A,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
GADD45B,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GADD45G,-95,-95,95,NA,2,0,NA,0,0,0,Tier4,0
GADD45GIP1,-95,-95,90,0,1,0,NA,0,-2,0,Tier4,0
GAGE12B,-95,-95,95,NA,NA,0,NA,0,0,0,Tier4,0
GAK,-80,-80,80,0,0,0,NA,0,-3,0,Tier4,0
GAL,-50,-50,-50,-1,2,0,NA,0,-1,0,Tier4,0
GALE,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GALK1,-70,-70,70,0,2,0,NA,0,0,0,Tier4,0
GALK2,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GALM,0,0,0,0,3,0,NA,0,-1,0,Tier4,0
GALP,-90,-60,-60,NA,3,0,NA,0,0,0,Tier4,0
GALT,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GAMT,-95,-90,90,NA,2,0,NA,0,0,0,Tier4,0
GAN,0,0,0,0,0,0,NA,0,0,0,Tier4,0
GANAB,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
GANC,-100,-100,100,0,3,0,NA,0,0,0,Tier4,0
GAR1,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GAREM1,-80,-90,80,0,3,0,NA,0,0,0,Tier4,0
GAREM2,-95,-95,95,0,3,0,NA,0,0,0,Tier4,0
GARNL3,-100,-100,-100,0,3,0,NA,0,0,0,Tier4,0
GARS,-95,-95,95,0,0,0,NA,0,-5,0,Tier4,0
GART,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
GAS2L2,-95,-95,95,NA,3,0,NA,0,4,0,Tier4,0
GAS2L3,-90,-90,90,NA,3,0,NA,0,-1,0,Tier4,0
GASK1A,0,0,0,-1,2,0,NA,0,-3,0,Tier4,0
GASK1B,0,0,0,0,2,0,NA,0,-1,0,Tier4,0
GAST,-75,90,-85,NA,3,0,NA,0,0,0,Tier4,0
GATA1,-98,-98,95,0,0,0,NA,0,-1,0,Tier4,0
GATA2,-95,-95,95,0,0,0,NA,0,0,0,Tier4,0
GATA3,-95,-95,85,0,0,0,NA,0,0,0,Tier4,0
GATA4,-95,-95,85,0,0,0,NA,0,-1,0,Tier4,0
GATA5,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
GATA6,-95,-95,90,0,0,0,NA,0,-1,0,Tier4,0
GATAD1,-95,-95,85,0,1,0,NA,0,-1,0,Tier4,0
GATAD2A,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
GATAD2B,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
GATB,-90,-90,90,0,1,0,NA,0,-1,0,Tier4,0
GATC,-100,-100,-100,NA,1,0,NA,0,-1,0,Tier4,0
GATD1,-75,-75,75,-1,2,0,NA,0,-2,0,Tier4,0
GATD3A,-95,-90,80,0,2,0,NA,0,-1,0,Tier4,0
GATD3B,-80,-80,80,NA,NA,0,NA,0,0,0,Tier4,0
GATM,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GBA2,-70,-70,70,0,2,0,NA,0,-3,0,Tier4,0
GBE1,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GBF1,-95,-95,95,0,1,0,NA,0,-3,0,Tier4,0
GBP1,-95,-98,80,NA,2,0,NA,0,1,0,Tier4,0
GBP2,-90,-90,70,0,2,0,NA,0,-3,0,Tier4,0
GBP5,-95,-95,80,NA,2,0,NA,0,-3,0,Tier4,0
GBP6,-95,-90,80,NA,2,0,NA,0,-2,0,Tier4,0
GBP7,-100,-100,100,NA,2,0,NA,0,-2,0,Tier4,0
GBX1,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
GBX2,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
GC,-100,-100,100,NA,2,0,NA,0,-1,0,Tier4,0
GCAT,-90,-90,90,0,2,0,NA,0,-2,0,Tier4,0
GCC2,-50,-0,-0,0,1,0,NA,0,0,0,Tier4,0
GCDH,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
GCFC2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
GCG,0,0,0,-1,2,0,NA,0,-1,0,Tier4,0
GCHFR,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
GCK,-95,-95,95,0,2,0,NA,0,-3,0,Tier4,0
GCKR,-95,-95,95,0,2,0,NA,0,-3,0,Tier4,0
GCLC,-95,-90,90,0,0,0,NA,0,0,0,Tier4,0
GCM1,-100,-100,100,NA,0,0,NA,0,-1,0,Tier4,0
GCM2,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
GCN1,-95,-95,80,0,0,0,NA,0,-1,0,Tier4,0
GCNA,-100,-100,100,0,2,0,NA,0,-2,0,Tier4,0
GCNT3,0,0,0,0,2,0,NA,0,-1,0,Tier4,0
GCOM1,-95,-95,95,0,NA,0,NA,0,0,0,Tier4,0
GCSAM,0,0,0,NA,3,0,NA,0,5,0,Tier4,0
GCSAML,0,0,0,0,3,0,NA,0,0,0,Tier4,0
GCSH,-95,-95,95,0,2,0,NA,0,-1,0,Tier4,0
GDA,0,0,0,0,2,0,NA,0,0,0,Tier4,0
GDAP1,-90,-90,70,0,1,0,NA,0,3,0,Tier4,0
GDAP1L1,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GDAP2,-95,-95,80,0,3,0,NA,0,0,0,Tier4,0
GDF1,-100,80,-70,NA,3,0,NA,0,0,0,Tier4,0
GDF10,-90,70,60,-1,3,0,NA,0,-1,0,Tier4,0
GDF11,-0,-0,-0,-1,3,0,NA,0,-1,0,Tier4,0
GDF2,-95,95,-95,NA,2,0,NA,0,-1,0,Tier4,0
GDF3,-95,-95,85,NA,3,0,NA,0,-2,0,Tier4,0
GDF5,-90,-85,85,NA,3,0,NA,0,4,0,Tier4,0
GDF5OS,-100,-100,100,NA,2,0,NA,0,-1,0,Tier4,0
GDF6,-95,-95,-95,-1,2,0,NA,0,-1,0,Tier4,0
GDF7,-95,-80,80,-1,2,0,NA,0,-1,0,Tier4,0
GDF9,-100,100,-100,-1,3,0,NA,0,-1,0,Tier4,0
GDNF,-100,100,-100,-1,1,0,NA,0,-1,0,Tier4,0
GDPD3,-90,-90,70,0,2,0,NA,0,3,0,Tier4,0
GDPGP1,-95,-95,95,0,3,0,NA,0,-1,0,Tier4,0
GEM,0,0,0,NA,2,0,NA,0,0,0,Tier4,0
GEMIN2,-70,-80,80,0,1,0,NA,0,0,0,Tier4,0
GEMIN4,-90,-95,95,0,1,0,NA,0,0,0,Tier4,0
GEMIN5,-75,-75,75,0,0,0,NA,0,-2,0,Tier4,0
GEMIN6,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
GEMIN7,-95,-95,95,0,1,0,NA,0,-2,0,Tier4,0
GEMIN8,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
GEN1,0,0,0,0,1,0,NA,0,-1,0,Tier4,0
GET1,0,0,0,NA,2,0,NA,0,4,0,Tier4,0
GET3,-95,-95,95,0,2,0,NA,0,-3,0,Tier4,0
GET4,-100,-100,100,0,1,0,NA,0,-1,0,Tier4,0
GFAP,-100,-100,100,0,1,0,NA,0,-1,0,Tier4,0
GFER,-50,-0,-0,-1,0,0,NA,0,-1,0,Tier4,0
GFI1,-95,-95,95,NA,0,0,NA,0,-1,0,Tier4,0
GFM1,-95,-95,95,0,0,0,NA,0,-1,0,Tier4,0
GFM2,-95,-95,95,0,1,0,NA,0,-1,0,Tier4,0
GFOD2,-100,-100,-100,-1,3,0,NA,0,-1,0,Tier4,0
GFPT1,-75,-95,75,0,2,0,NA,0,0,0,Tier4,0
GFPT2,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GGA2,-100,-100,100,0,2,0,NA,0,-2,0,Tier4,0
GGA3,-100,-100,100,0,1,0,NA,0,-2,0,Tier4,0
GGACT,0,0,0,NA,2,0,NA,0,0,0,Tier4,0
GGH,-90,-85,85,0,2,0,NA,0,-2,0,Tier4,0
GGN,0,0,0,0,2,0,NA,0,0,0,Tier4,0
GGNBP2,-95,-95,95,0,2,0,NA,0,-2,0,Tier4,0
GGPS1,-90,-90,90,0,2,0,NA,0,-1,0,Tier4,0
GGTLC1,-95,-95,75,NA,3,0,NA,0,0,0,Tier4,0
GGTLC2,-90,-90,75,NA,3,0,NA,0,0,0,Tier4,0
GH1,-100,100,-100,NA,2,0,NA,0,-1,0,Tier4,0
GH2,-95,95,-80,NA,2,0,NA,0,0,0,Tier4,0
GHDC,0,0,0,NA,1,0,NA,0,-2,0,Tier4,0
GHRH,-70,80,-70,NA,3,0,NA,0,0,0,Tier4,0
GHRL,-80,90,-60,NA,2,0,NA,0,0,0,Tier4,0
GID4,-100,-100,100,0,0,0,NA,0,0,0,Tier4,0
GIGYF1,-95,-95,95,0,2,0,NA,0,0,0,Tier4,0
GIGYF2,-95,-95,95,0,1,0,NA,0,0,0,Tier4,0
GIMAP2,0,0,0,0,2,0,NA,0,0,0,Tier4,0
GIMAP6,0,0,0,NA,2,0,NA,0,-1,0,Tier4,0
GIMAP7,0,0,0,0,2,0,NA,0,-3,0,Tier4,0
GIMAP8,-80,-80,80,NA,2,0,NA,0,-4,0,Tier4,0
GIMD1,-100,-100,100,NA,3,0,NA,0,0,0,Tier4,0
GIN1,-100,-100,-100,0,3,0,NA,0,0,0,Tier4,0
GINS1,-95,-95,80,0,1,0,NA,0,-2,0,Tier4,0
GINS2,-100,-100,100,0,1,0,NA,0,-2,0,Tier4,0
GINS3,-95,-90,90,0,1,0,NA,0,-2,0,Tier4,0
GINS4,-95,-95,95,0,1,0,NA,0,-3,0,Tier4,0
GIP,0,0,0,NA,1,0,NA,0,0,0,Tier4,0
