gene_name,YES,NO,claude_summary
KCNN2,8,2,4
KCNN3,8,2,4
KCNN4,9,1,4
KCNQ1,10,0,5
KCNQ2,8,2,4
KCNQ3,10,0,5
KCNQ4,9,1,4
KCNQ5,9,1,4
KCNS1,7,3,3
KCNS2,7,3,3
KCNS3,6,4,3
KCNT1,10,0,5
KCNT2,8,2,4
KCNU1,9,1,4
KCNV1,3,7,2
KCNV2,4,6,2
KCTD8,0,10,0
KDELR1,0,10,0
KDELR2,0,10,0
KDR,10,0,5
KDSR,0,10,0
KEL,10,0,5
KIAA0040,0,10,0
KIAA0100,0,10,0
KIAA0319,0,9,0
KIAA0319L,0,10,0
KIAA0556,0,10,0
KIAA1109,0,9,0
KIAA1324,0,10,0
KIAA1324L,0,10,0
KIAA1549,0,10,0
KIAA1549L,0,10,0
KIAA2013,0,10,0
KIDINS220,1,9,1
KIR2DL1,10,0,5
KIR2DL3,10,0,5
KIR2DL4,10,0,5
KIR3DL1,9,0,5
KIR3DL2,10,0,5
KIR3DL3,10,0,5
KIRREL1,10,0,5
KIRREL2,10,0,5
KIRREL3,10,0,5
KISS1R,10,0,5
KIT,10,0,5
KITLG,10,0,5
KL,10,0,5
KLB,10,0,5
KLHDC7B,0,9,0
KLK1,2,8,1
KLK2,4,5,2
KLK7,6,4,3
KLRB1,10,0,5
KLRC1,10,0,5
KLRC2,10,0,5
KLRC3,10,0,5
KLRC4,10,0,5
KLRD1,10,0,5
KLRF1,10,0,5
KLRF2,10,0,5
KLRG1,10,0,5
KLRG2,10,0,5
KLRK1,10,0,5
KNCN,0,10,0
KNG1,4,6,2
KNSTRN,0,10,0
KREMEN1,10,0,5
KREMEN2,10,0,5
KRT1,0,10,0
KRT4,3,7,2
KRT75,2,8,1
KRT77,0,10,0
KRT8,3,7,2
KRTCAP2,0,9,0
KRTCAP3,0,10,0
KTN1,0,10,0
L1CAM,10,0,5
LAG3,10,0,5
LAIR1,10,0,5
LAMA1,1,8,1
LAMA2,9,1,4
LAMA3,9,1,4
LAMA4,7,3,3
LAMA5,7,3,3
LAMB1,6,4,3
LAMB2,7,3,3
LAMB3,7,3,3
LAMC1,4,5,2
LAMC2,4,6,2
LAMP1,5,5,3
LAMP2,2,8,1
LAMP3,3,7,2
LAMP5,1,9,1
LAMTOR1,0,10,0
LAPTM4A,0,10,0
LAPTM4B,0,10,0
LAPTM5,1,9,1
LARGE1,0,10,0
LASP1,0,10,0
LAT,10,0,5
LAT2,7,3,3
LAX1,8,2,4
LAYN,10,0,5
LBR,0,10,0
LCLAT1,0,10,0
LCP1,0,10,0
LCT,9,1,4
LCTL,4,6,2
LDB3,0,10,0
LDLR,10,0,5
LDLRAD1,8,2,4
LDLRAD3,5,5,3
LDLRAD4,3,7,2
LEMD1,0,10,0
LEMD2,0,10,0
LEMD3,0,10,0
LEPR,10,0,5
LEPROT,6,4,3
LEPROTL1,1,9,1
LETM1,0,10,0
LETM2,0,10,0
LETMD1,0,10,0
LGALS13,7,3,3
LGALS3,9,1,4
LGALS3BP,5,5,3
LGALS4,9,1,4
LGALS8,6,4,3
LGALS9,10,0,5
LGR4,10,0,5
LGR5,10,0,5
LGR6,10,0,5
LHCGR,10,0,5
LHFPL1,10,0,5
LHFPL2,10,0,5
LHFPL3,9,1,4
LHFPL4,10,0,5
LHFPL5,8,1,4
LHFPL6,10,0,5
LIF,8,2,4
LIFR,10,0,5
LILRA1,10,0,5
LILRA2,9,0,5
LILRA4,10,0,5
LILRA5,10,0,5
LILRA6,10,0,5
LILRB1,10,0,5
LILRB2,10,0,5
LILRB3,10,0,5
LILRB4,10,0,5
LILRB5,10,0,5
LIM2,4,6,2
LIMA1,0,10,0
LIMD1,0,10,0
LIME1,2,8,1
LIMS1,0,10,0
LIMS2,0,10,0
LIMS4,0,10,0
LINGO1,10,0,5
LINGO2,10,0,5
LINGO3,9,1,4
LINGO4,8,2,4
LIPG,10,0,5
LITAF,2,8,1
LMAN1,0,10,0
LMAN1L,1,8,1
LMAN2,2,8,1
LMAN2L,0,10,0
LMBR1,0,10,0
LMBR1L,0,10,0
LMBRD1,0,9,0
LMBRD2,0,10,0
LMCD1,0,10,0
LMF1,0,10,0
LMF2,0,10,0
LMLN,0,10,0
LMLN2,0,10,0
LMTK2,3,7,2
LMTK3,1,9,1
LNPEP,8,2,4
LNPK,0,10,0
LNX1,0,10,0
LNX2,0,10,0
LONRF1,0,10,0
LOX,0,10,0
LOXL2,1,9,1
LOXL4,0,10,0
LPAR1,10,0,5
LPAR2,10,0,5
LPAR3,10,0,5
LPAR4,10,0,5
LPAR5,10,0,5
LPAR6,10,0,5
LPCAT3,0,10,0
LPCAT4,0,10,0
LPGAT1,0,10,0
LPL,10,0,5
LPP,6,4,3
LPXN,0,9,0
LRCH1,0,10,0
LRCH3,0,10,0
LRCH4,0,10,0
LRFN1,10,0,5
LRFN2,10,0,5
LRFN3,10,0,5
LRFN4,10,0,5
LRFN5,10,0,5
LRIG1,10,0,5
LRIG2,10,0,5
LRIG3,10,0,5
LRIT1,10,0,5
LRIT2,10,0,5
LRIT3,9,1,4
LRMP,1,8,1
LRP1,10,0,5
LRP10,6,4,3
LRP11,9,1,4
LRP12,8,2,4
LRP1B,8,2,4
LRP2,10,0,5
LRP3,8,2,4
LRP4,10,0,5
LRP5,10,0,5
LRP6,10,0,5
LRP8,10,0,5
LRRC1,0,1,0
LRRC15,4,6,2
LRRC19,5,5,3
LRRC24,4,6,2
LRRC25,1,9,1
LRRC26,3,7,2
LRRC3,2,8,1
LRRC32,10,0,5
LRRC37A,0,10,0
LRRC37A2,0,10,0
LRRC37A3,0,10,0
LRRC37B,1,9,1
LRRC38,5,5,3
LRRC3B,2,8,1
LRRC3C,1,9,1
LRRC4,10,0,5
LRRC4B,6,3,3
LRRC4C,6,4,3
LRRC52,2,8,1
LRRC53,0,10,0
LRRC55,0,10,0
LRRC59,0,10,0
LRRC66,0,10,0
LRRC7,1,9,1
LRRC70,0,10,0
LRRC8A,10,0,5
LRRC8B,10,0,5
LRRC8C,10,0,5
LRRC8D,10,0,5
LRRC8E,10,0,5
LRRIQ3,0,10,0
LRRN1,10,0,5
LRRN2,9,1,4
LRRN3,9,1,4
LRRN4,9,1,4
LRRN4CL,2,8,1
LRRTM1,9,0,5
LRRTM2,9,0,5
LRRTM3,10,0,5
LRRTM4,9,0,5
LRTM1,9,1,4
LRTM2,10,0,5
LSAMP,10,0,5
LSMEM1,6,4,3
LSMEM2,3,7,2
LSR,10,0,5
LST1,8,2,4
LTA,10,0,5
LTB,10,0,5
LTB4R,10,0,5
LTB4R2,10,0,5
LTBP1,2,8,1
LTBP3,0,9,0
LTBR,10,0,5
LTC4S,0,10,0
LTF,10,0,5
LTK,10,0,5
LUM,0,10,0
LUZP2,0,10,0
LVRN,4,6,2
LY6D,10,0,5
LY6E,10,0,5
LY6G6C,10,0,5
LY6G6D,10,0,5
LY6G6F,10,0,5
LY6H,10,0,5
LY6K,10,0,5
LY6L,10,0,5
LY75,10,0,5
LY9,10,0,5
LYG1,0,10,0
LYN,10,0,5
LYNX1,10,0,5
LYPD1,10,0,5
LYPD2,10,0,5
LYPD3,10,0,5
LYPD4,10,0,5
LYPD5,10,0,5
LYPD6,10,0,5
LYPD6B,10,0,5
LYPD8,10,0,5
LYSMD3,0,10,0
LYSMD4,0,10,0
LYVE1,10,0,5
M6PR,1,9,1
MACF1,0,10,0
MACO1,0,10,0
MADCAM1,10,0,5
MAG,10,0,5
MAGEA4,0,10,0
MAGT1,7,3,3
MAK,0,9,0
MAL,8,1,4
MAL2,10,0,5
MALL,9,0,5
MALRD1,0,10,0
MAMDC2,0,10,0
MAMDC4,1,9,1
MAN1A1,0,10,0
MAN1A2,0,10,0
MAN1B1,0,10,0
MAN1C1,0,10,0
MAN2A1,0,10,0
MAN2A2,0,10,0
MAN2B2,0,10,0
MAN2C1,0,10,0
MANBAL,0,10,0
MANEA,0,10,0
MANEAL,0,10,0
MANSC1,0,10,0
MANSC4,0,10,0
MAP4K5,0,10,0
MAP9,0,10,0
MAPT,0,10,0
MARCH1,1,9,1
MARCH11,0,9,0
MARCH2,0,10,0
MARCH3,0,10,0
MARCH4,0,10,0
MARCH5,0,10,0
MARCH6,0,10,0
MARCH8,3,7,2
MARCH9,0,10,0
MARCKS,6,4,3
MARCO,10,0,5
MARK2,0,10,0
MARVELD1,8,1,4
MARVELD2,9,1,4
MARVELD3,9,0,5
MARVELD3NL,0,1,0
MAS1,10,0,5
MAS1L,9,1,4
MASP1,6,4,3
MASP2,4,6,2
MAVS,0,10,0
MBOAT1,0,10,0
MBOAT2,1,9,1
MBOAT4,0,10,0
MBOAT7,0,10,0
MBTPS1,0,10,0
MBTPS2,0,10,0
MC1R,10,0,5
MC2R,10,0,5
MC3R,10,0,5
MC4R,10,0,5
MC5R,10,0,5
MCAM,10,0,5
MCEMP1,10,0,5
MCF2,0,10,0
MCHR1,10,0,5
MCHR2,10,0,5
MCOLN1,4,6,2
MCOLN2,4,6,2
MCOLN3,4,6,2
MCTP1,1,9,1
MCTP2,0,10,0
MCTS1,0,10,0
MCU,0,10,0
MCUB,0,10,0
MCUR1,0,10,0
MDGA1,10,0,5
MDGA2,10,0,5
MDM1,0,10,0
MEDAG,8,2,4
MEGF10,8,1,4
MEGF11,9,1,4
MEGF8,8,2,4
MEGF9,8,2,4
MELTF,10,0,5
MEP1A,9,1,4
MEP1B,10,0,5
MERTK,10,0,5
MET,10,0,5
METTL14,0,10,0
MFAP3,0,10,0
MFAP3L,0,10,0
MFAP4,0,10,0
MFAP5,0,10,0
MFF,0,10,0
MFGE8,10,0,5
MFRP,0,10,0
MFSD1,0,10,0
MFSD10,0,10,0
MFSD11,1,9,1
MFSD12,2,8,1
MFSD13A,1,9,1
MFSD14A,0,9,0
MFSD14B,0,9,0
MFSD14C,1,9,1
MFSD2A,8,2,4
MFSD2B,4,6,2
MFSD3,2,8,1
MFSD4A,1,9,1
MFSD4B,0,10,0
MFSD5,2,8,1
MFSD6,1,9,1
MFSD6L,1,9,1
MFSD8,0,10,0
MFSD9,0,10,0
MGAM,10,0,5
MGAM2,8,2,4
MGARP,0,10,0
MGAT1,0,9,0
MGAT2,0,10,0
MGAT3,0,10,0
MGAT4A,0,9,0
MGAT4B,0,10,0
MGAT4C,0,10,0
MGAT4D,0,10,0
MGAT5,0,10,0
MGAT5B,0,10,0
MGST1,0,10,0
MGST2,0,10,0
MGST3,0,10,0
MIA2,7,3,3
MIA3,0,10,0
MIB1,0,10,0
MICA,10,0,5
MICAL1,0,10,0
MICAL2,0,10,0
MICALL1,0,10,0
MICB,10,0,5
MIEF1,0,10,0
MIEF2,0,10,0
MIEN1,0,10,0
MIF,9,1,4
MIGA2,0,10,0
MILR1,10,0,5
MIP,10,0,5
MLANA,1,9,1
MLC1,3,7,2
MLEC,10,0,5
MLIP,0,10,0
MLKL,1,8,1
MLNR,9,1,4
MMD,1,9,1
MMD2,0,10,0
MME,10,0,5
MMEL1,0,10,0
MMGT1,0,10,0
MMP10,6,4,3
MMP13,1,9,1
MMP14,10,0,5
MMP15,10,0,5
MMP16,10,0,5
MMP17,10,0,5
MMP23B,0,10,0
MMP24,8,2,4
MMP25,7,3,3
MMP9,4,6,2
MMRN1,9,1,4
MNS1,0,10,0
MOAP1,0,10,0
MOG,10,0,5
MOGAT1,0,10,0
MOGAT2,0,10,0
MOGAT3,0,10,0
MOGS,0,10,0
MOSMO,2,8,1
MOSPD1,0,10,0
MOSPD2,0,9,0
MOSPD3,0,10,0
MOXD1,0,10,0
MPC1,0,10,0
MPC1L,0,9,0
MPC2,0,10,0
MPDU1,0,10,0
MPEG1,0,10,0
MPHOSPH8,0,10,0
MPHOSPH9,0,10,0
MPIG6B,8,2,4
MPL,10,0,5
MPP1,6,4,3
MPP5,0,10,0
MPPE1,0,10,0
MPV17,0,10,0
MPV17L,0,10,0
MPV17L2,0,10,0
MPZ,10,0,5
MPZL1,10,0,5
MPZL2,10,0,5
MPZL3,10,0,5
MR1,10,0,5
MRAP,7,2,4
MRAP2,8,2,4
MRC1,10,0,5
MRC2,10,0,5
MRGPRD,10,0,5
MRGPRE,10,0,5
MRGPRF,10,0,5
MRGPRG,10,0,5
MRGPRX1,10,0,5
MRGPRX2,10,0,5
MRGPRX3,10,0,5
MRGPRX4,10,0,5
MRNIP,0,10,0
MRPL49,0,10,0
MRS2,0,10,0
MRVI1,2,8,1
MS4A1,10,0,5
MS4A10,10,0,5
MS4A12,10,0,5
MS4A13,10,0,5
MS4A14,10,0,5
MS4A15,10,0,5
MS4A18,10,0,5
MS4A2,10,0,5
MS4A3,10,0,5
MS4A4A,10,0,5
MS4A4E,10,0,5
MS4A5,10,0,5
MS4A6A,10,0,5
MS4A6E,10,0,5
MS4A7,10,0,5
MS4A8,10,0,5
MSLN,8,0,5
MSMO1,0,10,0
MSN,9,1,4
MSR1,10,0,5
MST1R,9,0,5
MSTN,2,8,1
MTCH1,0,10,0
MTDH,10,0,5
MTFP1,0,10,0
MTLN,0,10,0
MTNR1A,10,0,5
MTNR1B,8,2,4
MTPN,0,10,0
MTSS1,0,10,0
MTSS2,0,10,0
MTUS1,0,10,0
MUC1,10,0,5
MUC12,10,0,5
MUC13,10,0,5
MUC15,10,0,5
MUC16,10,0,5
MUC17,10,0,5
MUC20,10,0,5
MUC21,9,0,5
MUC22,10,0,5
MUC3A,10,0,5
MUC4,10,0,5
MUC5AC,9,1,4
MUCL3,9,0,5
MUSK,10,0,5
MXRA5,10,0,5
MXRA7,10,0,5
MXRA8,10,0,5
MYADM,10,0,5
MYADML2,0,10,0
MYCT1,0,10,0
MYH8,0,10,0
MYLK,0,10,0
MYMK,9,1,4
MYO10,2,8,1
MYO1B,0,10,0
MYO1C,0,10,0
MYO1E,2,8,1
MYO1G,1,9,1
MYO5A,0,9,0
MYO9A,0,10,0
MYOF,0,9,0
MYORG,0,9,0
MYRF,0,10,0
MYRFL,0,9,0
NAALAD2,10,0,5
NAALADL1,3,6,2
NAALADL2,3,5,2
NAALADL6,1,0,5
NAGPA,0,10,0
NALCN,5,5,3
NAMPT,10,0,5
NAT14,0,10,0
NAT8,0,10,0
NAT8L,0,10,0
NCAM1,10,0,5
NCAM2,10,0,5
NCEH1,0,10,0
NCK1,0,10,0
NCKIPSD,0,10,0
NCLN,0,10,0
NCMAP,2,8,1
NCR1,10,0,5
NCR2,10,0,5
NCR3,10,0,5
NCR3LG1,10,0,5
NCSTN,3,7,2
NDC1,0,10,0
NDFIP1,0,10,0
NDFIP2,0,10,0
NDST1,0,10,0
NDST2,0,10,0
NDST3,0,10,0
NDST4,0,10,0
NDUFA1,0,10,0
NDUFA11,0,10,0
NDUFA13,0,10,0
NDUFA3,0,10,0
NDUFA4,0,10,0
NDUFA4L2,0,10,0
NDUFB1,0,10,0
NDUFB11,0,10,0
NDUFB2,0,10,0
NDUFB3,0,10,0
NDUFB4,0,10,0
NDUFB5,0,10,0
NDUFB6,0,10,0
NDUFB8,0,10,0
NDUFC1,0,10,0
NDUFC2,0,10,0
NDUFS8,0,10,0
NECTIN1,10,0,5
NECTIN2,10,0,5
NECTIN3,10,0,5
NECTIN4,10,0,5
NEGR1,10,0,5
NEK8,0,10,0
NELL1,6,4,3
NEMP1,4,6,2
NEMP2,2,7,1
NEO1,10,0,5
NETO1,10,0,5
NETO2,10,0,5
NEU1,1,9,1
NEXN,0,10,0
NF2,0,10,0
NFAM1,8,2,4
NFASC,10,0,5
NFAT5,0,10,0
NFXL1,0,9,0
NGF,7,3,3
NGFR,10,0,5
NHS,0,9,0
NIBAN1,0,10,0
NID2,1,9,1
NINJ1,8,2,4
NINJ2,8,2,4
NINL,0,10,0
NIPA1,0,10,0
NIPA2,0,10,0
NIPAL1,0,9,0
NIPAL2,0,10,0
NIPAL3,2,8,1
NIPAL4,0,8,0
NKAIN1,6,4,3
NKAIN2,7,3,3
NKAIN3,6,4,3
NKAIN4,8,2,4
NKG7,9,1,4
NKPD1,1,9,1
NLGN1,10,0,5
NLGN2,10,0,5
NLGN3,10,0,5
NLGN4X,10,0,5
NLGN4Y,10,0,5
NMB,8,2,4
NMBR,10,0,5
NMUR1,10,0,5
NMUR2,10,0,5
NNT,0,10,0
NOMO1,3,7,2
NOMO2,4,5,2
NOMO3,0,10,0
NOTCH1,10,0,5
NOTCH2,10,0,5
NOTCH3,10,0,5
NOTCH4,10,0,5
NOX1,0,10,0
NOX3,0,10,0
NOX4,0,10,0
NOX5,2,8,1
NPAP1,0,10,0
NPBWR1,10,0,5
NPBWR2,10,0,5
NPC1,0,10,0
NPC1L1,10,0,5
NPDC1,0,10,0
NPFFR1,10,0,5
NPFFR2,10,0,5
NPHS1,9,1,4
NPHS2,3,7,2
NPIPA1,0,10,0
NPIPA2,0,10,0
NPIPA5,0,10,0
NPIPA7,0,10,0
NPIPA8,0,10,0
NPIPB11,0,10,0
NPIPB12,0,10,0
NPIPB13,0,10,0
NPIPB15,0,10,0
NPIPB2,0,10,0
NPIPB3,0,10,0
NPIPB4,0,10,0
NPIPB5,0,10,0
NPIPB6,0,10,0
NPIPB7,0,10,0
NPNT,8,2,4
NPR1,10,0,5
NPR2,10,0,5
NPR3,10,0,5
NPSR1,10,0,5
NPTN,10,0,5
NPTX2,9,1,4
NPTXR,8,2,4
NPY1R,10,0,5
NPY2R,10,0,5
NPY4R,10,0,5
NPY4R2,10,0,5
NPY5R,10,0,5
NRAS,7,3,3
NRCAM,10,0,5
NRG1,10,0,5
NRG2,10,0,5
NRG3,10,0,5
NRG4,9,1,4
NRK,0,10,0
NRM,7,3,3
NRN1,0,10,0
NRN1L,0,10,0
NRP1,10,0,5
NRP2,9,0,5
NRROS,1,9,1
NRSN1,0,10,0
NRSN2,0,9,0
NRXN1,10,0,5
NRXN2,10,0,5
NRXN3,10,0,5
NSG1,2,8,1
NSG2,0,10,0
NT5E,10,0,5
NTM,10,0,5
NTN1,8,2,4
NTN3,7,3,3
NTNG1,8,2,4
NTNG2,8,2,4
NTRK1,10,0,5
NTRK2,9,1,4
NTRK3,9,1,4
NTSR1,10,0,5
NTSR2,10,0,5
NUMB,3,7,2
NUP210,0,10,0
NUP210L,0,10,0
NXPE1,0,10,0
NXPE2,0,10,0
NXPE3,0,10,0
NXPE4,0,10,0
NXPH4,4,6,2
OBSCN,0,10,0
OCA2,2,8,1
OCIAD1,0,9,0
OCIAD2,0,10,0
OCLN,10,0,5
OCM,0,10,0
OCRL,0,9,0
OCSTAMP,6,4,3
ODF2,0,10,0
ODF4,0,10,0
ODR4,1,9,1
OGFOD3,0,10,0
OGN,1,9,1
OLFM1,9,1,4
OLFM4,10,0,5
OLFML2A,7,1,4
OLFML2B,7,2,4
OLFML2L,1,0,5
OLFML3,10,0,5
OLR1,10,0,5
OMA1,0,10,0
OMG,7,3,3
OPA3,0,10,0
OPALIN,0,10,0
OPCML,9,0,5
OPN1LW,8,2,4
OPN1MW,8,2,4
OPN1MW2,5,5,3
OPN1MW3,4,6,2
OPN1SW,6,4,3
OPN3,10,0,5
OPN4,10,0,5
OPN5,8,2,4
OPRD1,8,2,4
OPRK1,10,0,5
OPRL1,10,0,5
OPRM1,10,0,5
OR10A2,8,2,4
OR10A3,5,4,3
OR10A4,5,5,3
OR10A5,7,3,3
OR10A6,9,1,4
OR10A7,6,4,3
OR10AD1,3,7,2
OR10AG1,5,5,3
OR10C1,3,6,2
OR10D3,8,2,4
OR10G2,7,3,3
OR10G3,8,2,4
OR10G4,6,4,3
OR10G6,6,4,3
OR10G7,7,3,3
OR10G8,6,4,3
OR10G9,6,4,3
OR10H1,4,6,2
OR10H2,5,5,3
OR10H3,6,4,3
OR10H4,5,5,3
OR10H5,7,3,3
OR10J1,4,6,2
OR10J5,6,4,3
OR10K1,5,5,3
OR10K2,3,7,2
OR10P1,4,6,2
OR10Q1,5,5,3
OR10R2,6,3,3
OR10S1,7,3,3
OR10T2,6,4,3
OR10V1,6,4,3
OR10W1,6,4,3
OR10X1,3,7,2
OR10Z1,9,1,4
OR11A1,9,1,4
OR11G2,5,5,3
OR11H1,6,4,3
OR11H12,4,6,2
OR11H2,7,3,3
OR11H4,7,3,3
OR11H6,5,5,3
OR11L1,9,1,4
OR12D2,4,6,2
OR12D3,7,3,3
OR13A1,6,4,3
OR13C2,10,0,5
OR13C3,5,5,3
OR13C4,4,6,2
OR13C5,9,1,4
OR13C8,7,3,3
OR13C9,6,4,3
OR13D1,7,3,3
OR13F1,6,4,3
OR13G1,4,6,2
OR13H1,7,3,3
OR13J1,3,6,2
OR14A16,7,3,3
OR14A2,6,4,3
OR14C36,3,7,2
OR14I1,4,6,2
OR14J1,4,6,2
OR14K1,3,7,2
OR1A1,4,6,2
OR1A2,6,4,3
OR1B1,8,2,4
OR1C1,6,4,3
OR1D2,6,4,3
OR1D5,2,8,1
OR1E1,3,7,2
OR1E2,4,6,2
OR1F1,5,5,3
OR1G1,4,6,2
OR1I1,4,6,2
OR1J1,6,4,3
OR1J2,6,4,3
OR1J4,6,4,3
OR1K1,4,5,2
OR1K16,1,0,5
OR1L1,3,7,2
OR1L3,6,4,3
OR1L4,6,4,3
OR1L6,5,5,3
OR1L8,5,5,3
OR1M1,4,6,2
OR1N1,7,3,3
OR1N2,7,3,3
OR1Q1,4,6,2
OR1S1,6,4,3
OR1S2,5,5,3
OR2A1,5,4,3
OR2A12,9,1,4
OR2A14,3,7,2
OR2A2,10,0,5
OR2A25,7,3,3
OR2A4,9,1,4
OR2A42,7,3,3
OR2A5,7,3,3
OR2A7,5,4,3
OR2AE1,5,5,3
OR2AG1,7,3,3
OR2AG2,5,5,3
OR2AJ1,8,2,4
OR2AK2,7,3,3
OR2AP1,4,6,2
OR2AT4,6,3,3
OR2B11,7,3,3
OR2B2,3,7,2
OR2B3,7,3,3
OR2B6,8,2,4
OR2C1,9,1,4
OR2C3,5,5,3
OR2D2,6,4,3
OR2D3,8,2,4
OR2F1,2,8,1
OR2F2,6,4,3
OR2G2,6,4,3
OR2G3,8,2,4
OR2G6,7,2,4
OR2H1,7,3,3
OR2H2,5,5,3
OR2I1P,2,7,1
OR2J1,4,6,2
OR2J2,5,5,3
OR2J3,6,3,3
OR2K2,9,1,4
OR2L13,7,3,3
OR2L2,6,4,3
OR2L3,5,5,3
OR2L5,8,2,4
OR2L8,7,3,3
OR2M2,5,5,3
OR2M3,6,4,3
OR2M4,5,5,3
OR2M5,7,3,3
OR2M7,6,4,3
OR2S2,6,4,3
OR2T1,9,1,4
OR2T10,7,3,3
OR2T11,4,6,2
OR2T12,7,3,3
OR2T2,9,1,4
OR2T27,6,4,3
OR2T29,5,5,3
OR2T3,5,5,3
OR2T33,4,6,2
OR2T34,9,1,4
OR2T35,7,3,3
OR2T4,10,0,5
OR2T5,8,2,4
OR2T6,5,4,3
OR2T8,6,4,3
OR2V1,7,3,3
OR2V2,6,4,3
OR2W1,8,2,4
OR2W3,7,2,4
OR2Y1,6,4,3
OR2Z1,4,6,2
OR3A1,7,3,3
OR3A2,8,2,4
OR3A3,6,4,3
OR4A15,7,3,3
OR4A16,6,4,3
OR4A47,5,5,3
OR4A5,5,5,3
OR4B1,5,5,3
OR4C11,5,5,3
OR4C12,2,8,1
OR4C13,5,5,3
OR4C15,3,7,2
OR4C16,7,3,3
OR4C3,7,3,3
OR4C46,9,1,4
OR4C5,6,4,3
OR4C6,7,3,3
OR4D1,4,6,2
OR4D10,5,5,3
OR4D11,5,5,3
OR4D2,4,6,2
OR4D5,3,7,2
OR4D6,6,4,3
OR4D9,6,4,3
OR4E1,5,5,3
OR4E2,6,3,3
OR4F15,3,7,2
OR4F16,5,5,3
OR4F17,3,7,2
OR4F21,4,6,2
OR4F29,3,7,2
OR4F3,4,6,2
OR4F4,6,4,3
OR4F5,4,6,2
OR4F6,5,4,3
OR4K1,4,6,2
OR4K13,7,3,3
OR4K14,5,5,3
OR4K15,5,5,3
OR4K17,3,7,2
OR4K2,7,3,3
OR4K5,8,2,4
OR4L1,6,4,3
OR4M1,8,2,4
OR4M2,7,3,3
OR4N2,9,1,4
OR4N4,6,4,3
OR4N5,6,4,3
OR4P4,4,6,2
OR4Q3,4,6,2
OR4S1,3,7,2
OR4S2,3,7,2
OR4X1,4,6,2
OR4X2,6,4,3
OR51A2,7,3,3
OR51A4,8,2,4
OR51A7,7,3,3
OR51B2,7,3,3
OR51B4,6,4,3
OR51B5,9,1,4
OR51B6,8,2,4
OR51C1P,3,7,2
OR51D1,10,0,5
OR51E1,7,3,3
OR51E2,5,5,3
OR51F1,7,3,3
OR51F2,6,4,3
OR51G1,7,3,3
OR51G2,9,1,4
OR51I1,9,1,4
OR51I2,5,5,3
OR51L1,7,3,3
OR51M1,9,1,4
OR51Q1,8,2,4
OR51S1,7,3,3
OR51T1,9,1,4
OR51V1,8,2,4
OR52A1,9,1,4
OR52A5,8,2,4
OR52B2,4,6,2
OR52B4,5,5,3
OR52B6,3,7,2
OR52D1,6,4,3
OR52E2,3,7,2
OR52E4,8,2,4
OR52E5,2,8,1
OR52E6,3,7,2
OR52E8,6,3,3
OR52H1,4,6,2
OR52I1,1,9,1
OR52I2,3,7,2
OR52J3,7,3,3
OR52K1,3,7,2
OR52K2,6,4,3
OR52L1,7,3,3
OR52M1,6,4,3
OR52N1,5,5,3
OR52N2,5,5,3
OR52N4,5,5,3
OR52N5,5,4,3
OR52R1,5,5,3
OR52W1,7,3,3
OR56A1,7,3,3
OR56A3,6,4,3
OR56A4,5,5,3
OR56A5,7,3,3
OR56B1,8,2,4
OR56B4,7,3,3
OR5A1,7,3,3
OR5A2,8,2,4
OR5AC2,6,4,3
OR5AK2,6,4,3
OR5AN1,8,2,4
OR5AP2,5,5,3
OR5AR1,6,4,3
OR5AS1,5,5,3
OR5AU1,7,3,3
OR5B12,8,2,4
OR5B17,9,1,4
OR5B2,5,4,3
OR5B21,7,3,3
OR5B3,5,5,3
OR5BS1P,2,8,1
OR5C1,8,2,4
OR5D13,8,2,4
OR5D14,8,2,4
OR5D16,7,3,3
OR5D18,9,1,4
OR5D3P,1,9,1
OR5F1,6,4,3
OR5H1,4,6,2
OR5H14,5,5,3
OR5H15,8,2,4
OR5H2,8,2,4
OR5H6,6,4,3
OR5I1,8,2,4
OR5J2,6,4,3
OR5K1,10,0,5
OR5K2,8,2,4
OR5K3,7,3,3
OR5K4,7,3,3
OR5L1,8,2,4
OR5L2,7,3,3
OR5M1,7,3,3
OR5M10,7,3,3
OR5M11,10,0,5
OR5M3,6,4,3
OR5M8,7,3,3
OR5M9,6,4,3
OR5P2,6,4,3
OR5P3,8,2,4
OR5R1,7,3,3
OR5T1,7,3,3
OR5T2,6,4,3
OR5T3,5,5,3
OR5V1,8,2,4
OR5W2,5,4,3
OR6A2,8,2,4
OR6B1,5,5,3
OR6B2,8,2,4
OR6B3,6,4,3
OR6C1,4,6,2
OR6C2,6,4,3
OR6C3,6,4,3
OR6C4,7,3,3
OR6C6,4,6,2
OR6C65,5,5,3
OR6C68,6,4,3
OR6C70,4,6,2
OR6C74,7,3,3
OR6C75,5,5,3
OR6C76,5,5,3
OR6F1,6,4,3
OR6J1,8,2,4
OR6K2,7,3,3
OR6K3,7,3,3
OR6K6,9,1,4
OR6M1,5,5,3
OR6N1,6,4,3
OR6N2,4,6,2
OR6P1,7,3,3
OR6Q1,6,4,3
OR6S1,9,1,4
OR6T1,8,2,4
OR6V1,7,3,3
OR6X1,8,2,4
OR6Y1,5,5,3
OR7A10,5,5,3
OR7A17,3,7,2
OR7A5,7,3,3
OR7C1,3,7,2
OR7C2,6,4,3
OR7D2,6,4,3
OR7D4,6,4,3
OR7E24,6,4,3
OR7G1,7,3,3
OR7G2,8,2,4
OR7G3,7,3,3
OR8A1,6,4,3
